OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"2011-037LA","FREGAT DEB","46264","CIS","114.17","50.95","2493","342","MEDIUM","0","2011-07-18",""
"2011-037KZ","FREGAT DEB","46263","CIS","147.49","51.17","4740","998","SMALL","0","2011-07-18",""
"2011-037KY","FREGAT DEB","46262","CIS","105.08","51.30","1462","534","SMALL","0","2011-07-18",""
"2011-037KX","FREGAT DEB","46261","CIS","107.21","51.01","1532","663","SMALL","0","2011-07-18",""
"2011-037KW","FREGAT DEB","46260","CIS","148.36","51.83","4840","971","SMALL","0","2011-07-18",""
"2011-037KV","FREGAT DEB","46259","CIS","147.99","51.97","4810","970","SMALL","0","2011-07-18",""
"2011-037KU","FREGAT DEB","46258","CIS","148.07","51.93","4849","937","MEDIUM","0","2011-07-18",""
"2011-037KT","FREGAT DEB","46257","CIS","148.57","51.98","4679","1149","MEDIUM","0","2011-07-18",""
"2011-037KS","FREGAT DEB","46256","CIS","124.24","51.40","3229","510","SMALL","0","2011-07-18",""
"2011-037KR","FREGAT DEB","46255","CIS","148.51","52.07","4774","1049","SMALL","0","2011-07-18",""
"2011-037KQ","FREGAT DEB","46254","CIS","147.80","52.05","4550","1214","SMALL","0","2011-07-18",""
"2011-037KP","FREGAT DEB","46253","CIS","105.03","51.45","1682","309","SMALL","0","2011-07-18",""
"2011-037KN","FREGAT DEB","46252","CIS","147.37","51.12","4565","1163","MEDIUM","0","2011-07-18",""
"2011-037KM","FREGAT DEB","46251","CIS","147.44","51.42","4391","1343","SMALL","0","2011-07-18",""
"2011-037KL","FREGAT DEB","46250","CIS","148.89","51.68","5057","798","SMALL","0","2011-07-18",""
"2011-037KK","FREGAT DEB","46249","CIS","148.97","51.92","4563","1298","SMALL","0","2011-07-18",""
"2011-037KJ","FREGAT DEB","46248","CIS","137.12","50.87","3910","950","SMALL","0","2011-07-18",""
"2011-037KH","FREGAT DEB","46247","CIS","118.11","50.62","2571","621","SMALL","0","2011-07-18",""
"2011-037KG","FREGAT DEB","46246","CIS","121.27","51.12","2629","846","SMALL","0","2011-07-18",""
"2011-037KF","FREGAT DEB","46245","CIS","128.40","51.15","3378","728","SMALL","0","2011-07-18",""
"2011-037KE","FREGAT DEB","46244","CIS","151.04","51.90","4720","1313","SMALL","0","2011-07-18",""
"2011-037KD","FREGAT DEB","46243","CIS","148.13","51.87","4340","1451","MEDIUM","0","2011-07-18",""
"2011-037KC","FREGAT DEB","46242","CIS","129.01","51.59","3615","544","MEDIUM","0","2011-07-18",""
"2011-037KB","FREGAT DEB","46241","CIS","132.02","51.73","3726","695","SMALL","0","2011-07-18",""
"2011-037KA","FREGAT DEB","46240","CIS","125.00","50.85","2849","957","SMALL","0","2011-07-18",""
"2011-037JZ","FREGAT DEB","46239","CIS","132.31","51.08","3075","1371","","0","2011-07-18",""
"2011-037JY","FREGAT DEB","46238","CIS","142.35","51.46","3997","1308","MEDIUM","0","2011-07-18",""
"2011-037JX","FREGAT DEB","46237","CIS","126.56","51.37","3484","460","SMALL","0","2011-07-18",""
"2020-057BS","SKYSAT C19","46235","US","91.66","53.00","358","354","MEDIUM","0","2020-08-18",""
"2020-058C","OBJECT C","46234","TBD","94.48","97.50","506","481","MEDIUM","0","2020-08-23",""
"2020-058B","OBJECT B","46233","TBD","94.48","97.50","506","481","MEDIUM","0","2020-08-23",""
"2020-058A","OBJECT A","46232","PRC","94.49","97.50","507","481","LARGE","0","2020-08-23",""
"2018-084BU","H-2A DEB","46231","JPN","92.99","97.78","437","405","SMALL","0","2018-10-29",""
"2018-084BT","H-2A DEB","46230","JPN","94.90","97.80","518","510","SMALL","0","2018-10-29",""
"2018-084BR","H-2A DEB","46228","JPN","95.22","97.76","536","523","SMALL","0","2018-10-29",""
"2018-084BQ","H-2A DEB","46227","JPN","94.77","97.80","521","493","SMALL","0","2018-10-29",""
"2018-084BP","H-2A DEB","46226","JPN","95.63","97.83","566","532","SMALL","0","2018-10-29",""
"2018-084BN","H-2A DEB","46225","JPN","95.71","97.83","568","538","SMALL","0","2018-10-29",""
"2018-084BM","H-2A DEB","46224","JPN","96.02","97.87","577","559","SMALL","0","2018-10-29",""
"2018-084BL","H-2A DEB","46223","JPN","95.56","97.82","549","543","SMALL","0","2018-10-29",""
"2018-084BK","H-2A DEB","46222","JPN","96.35","97.87","592","575","SMALL","0","2018-10-29",""
"2018-084BJ","H-2A DEB","46221","JPN","96.33","97.86","594","571","SMALL","0","2018-10-29",""
"2018-084BH","H-2A DEB","46220","JPN","95.15","97.79","534","518","SMALL","0","2018-10-29",""
"2018-084BG","H-2A DEB","46219","JPN","97.01","97.76","665","566","SMALL","0","2018-10-29",""
"2018-084BE","H-2A DEB","46217","JPN","95.79","97.81","574","539","SMALL","0","2018-10-29",""
"2018-084BD","H-2A DEB","46216","JPN","95.70","97.83","561","543","SMALL","0","2018-10-29",""
"2018-084BC","H-2A DEB","46215","JPN","95.49","97.69","561","523","SMALL","0","2018-10-29",""
"2018-084BB","H-2A DEB","46214","JPN","92.43","97.69","410","377","SMALL","0","2018-10-29",""
"2018-084BA","H-2A DEB","46213","JPN","92.85","97.80","446","383","SMALL","0","2018-10-29",""
"2018-084AZ","H-2A DEB","46212","JPN","96.56","97.73","648","539","SMALL","0","2018-10-29",""
"2018-084AY","H-2A DEB","46211","JPN","92.46","97.69","413","377","SMALL","0","2018-10-29",""
"2018-084AX","H-2A DEB","46210","JPN","95.43","97.81","571","508","SMALL","0","2018-10-29",""
"2018-084AW","H-2A DEB","46209","JPN","95.04","97.71","547","495","SMALL","0","2018-10-29",""
"2018-084AV","H-2A DEB","46208","JPN","92.44","97.76","414","374","SMALL","0","2018-10-29",""
"2018-084AU","H-2A DEB","46207","JPN","92.16","97.81","411","350","SMALL","0","2018-10-29",""
"2018-084AT","H-2A DEB","46206","JPN","96.51","97.89","601","582","SMALL","0","2018-10-29",""
"2018-084AS","H-2A DEB","46205","JPN","95.30","97.81","538","528","SMALL","0","2018-10-29",""
"2018-084AR","H-2A DEB","46204","JPN","96.38","97.89","598","573","SMALL","0","2018-10-29",""
"2018-084AQ","H-2A DEB","46203","JPN","95.00","97.80","532","505","SMALL","0","2018-10-29",""
"2018-084AP","H-2A DEB","46202","JPN","96.62","97.88","617","577","SMALL","0","2018-10-29",""
"2018-084AN","H-2A DEB","46201","JPN","96.48","97.87","613","567","MEDIUM","0","2018-10-29",""
"2018-084AM","H-2A DEB","46200","JPN","96.41","97.86","620","554","MEDIUM","0","2018-10-29",""
"2018-084AL","H-2A DEB","46199","JPN","94.42","97.81","532","450","SMALL","0","2018-10-29",""
"2018-084AK","H-2A DEB","46198","JPN","95.72","97.81","594","512","MEDIUM","0","2018-10-29",""
"2018-084AJ","H-2A DEB","46197","JPN","96.24","97.76","622","535","SMALL","0","2018-10-29",""
"2018-084AH","H-2A DEB","46196","JPN","97.27","97.86","677","579","MEDIUM","0","2018-10-29",""
"2018-084AG","H-2A DEB","46195","JPN","94.22","97.86","500","461","SMALL","0","2018-10-29",""
"2018-084AF","H-2A DEB","46194","JPN","95.08","97.87","564","481","SMALL","0","2018-10-29",""
"2018-084AE","H-2A DEB","46193","JPN","95.37","97.83","559","514","SMALL","0","2018-10-29",""
"2018-084AC","H-2A DEB","46191","JPN","95.81","97.81","593","523","SMALL","0","2018-10-29",""
"2018-084AB","H-2A DEB","46190","JPN","93.08","97.85","474","377","SMALL","0","2018-10-29",""
"2018-084AA","H-2A DEB","46189","JPN","96.69","97.87","640","560","SMALL","0","2018-10-29",""
"2018-084Z","H-2A DEB","46188","JPN","94.42","97.76","532","449","SMALL","0","2018-10-29",""
"2018-084Y","H-2A DEB","46187","JPN","96.25","97.84","589","568","SMALL","0","2018-10-29",""
"2018-084W","H-2A DEB","46185","JPN","96.27","97.87","604","556","MEDIUM","0","2018-10-29",""
"2018-084V","H-2A DEB","46184","JPN","94.05","97.80","539","406","MEDIUM","0","2018-10-29",""
"2018-084U","H-2A DEB","46183","JPN","96.49","97.90","601","581","MEDIUM","0","2018-10-29",""
"2018-084T","H-2A DEB","46182","JPN","95.82","97.83","616","501","MEDIUM","0","2018-10-29",""
"2018-084S","H-2A DEB","46181","JPN","96.97","97.88","647","580","MEDIUM","0","2018-10-29",""
"2020-057BR","SKYSAT C18","46180","US","91.49","53.00","355","340","MEDIUM","0","2020-08-18",""
"2020-057BQ","SKYSAT C17","46179","US","91.63","53.00","363","347","MEDIUM","0","2020-08-18",""
"2020-057BK","STARLINK-1641","46174","US","95.64","52.98","551","549","LARGE","0","2020-08-18",""
"2020-057BJ","STARLINK-1640","46173","US","95.64","53.00","551","549","LARGE","0","2020-08-18",""
"2020-057BH","STARLINK-1635","46172","US","92.15","53.00","381","379","LARGE","0","2020-08-18",""
"2020-057BG","STARLINK-1633","46171","US","92.15","53.00","382","377","LARGE","0","2020-08-18",""
"2020-057BF","STARLINK-1632","46170","US","92.14","53.00","381","378","LARGE","0","2020-08-18",""
"2020-057BE","STARLINK-1628","46169","US","95.65","53.00","551","549","LARGE","0","2020-08-18",""
"2020-057BD","STARLINK-1627","46168","US","92.14","53.00","382","378","LARGE","0","2020-08-18",""
"2020-057BC","STARLINK-1626","46167","US","95.65","53.00","551","549","LARGE","0","2020-08-18",""
"2020-057BB","STARLINK-1615","46166","US","95.65","53.02","551","549","LARGE","0","2020-08-18",""
"2020-057BA","STARLINK-1613","46165","US","95.65","53.00","551","549","LARGE","0","2020-08-18",""
"2020-057AZ","STARLINK-1612","46164","US","92.14","53.00","382","378","LARGE","0","2020-08-18",""
"2020-057AY","STARLINK-1610","46163","US","92.14","53.00","381","379","LARGE","0","2020-08-18",""
"2020-057AX","STARLINK-1603","46162","US","92.15","53.00","386","374","LARGE","0","2020-08-18",""
"2020-057AW","STARLINK-1600","46161","US","92.14","53.00","380","379","LARGE","0","2020-08-18",""
"2020-057AV","STARLINK-1598","46160","US","92.14","53.00","385","374","LARGE","0","2020-08-18",""
"2020-057AU","STARLINK-1595","46159","US","95.65","52.99","551","549","LARGE","0","2020-08-18",""
"2020-057AT","STARLINK-1589","46158","US","92.15","53.00","381","379","LARGE","0","2020-08-18",""
"2020-057AS","STARLINK-1587","46157","US","92.14","53.00","384","376","LARGE","0","2020-08-18",""
"2020-057AR","STARLINK-1545","46156","US","92.14","53.00","382","377","LARGE","0","2020-08-18",""
"2020-057AQ","STARLINK-1667","46155","US","92.14","53.00","381","379","LARGE","0","2020-08-18",""
"2020-057AP","STARLINK-1642","46154","US","93.70","53.00","456","454","LARGE","0","2020-08-18",""
"2020-057AN","STARLINK-1636","46153","US","92.15","53.00","381","379","LARGE","0","2020-08-18",""
"2020-057AM","STARLINK-1634","46152","US","95.64","53.00","551","549","LARGE","0","2020-08-18",""
"2020-057AL","STARLINK-1631","46151","US","92.14","53.00","381","379","LARGE","0","2020-08-18",""
"2020-057AK","STARLINK-1629","46150","US","95.64","53.01","551","548","LARGE","0","2020-08-18",""
"2020-057AJ","STARLINK-1620","46149","US","92.15","53.00","386","374","LARGE","0","2020-08-18",""
"2020-057AH","STARLINK-1616","46148","US","92.14","53.00","382","378","LARGE","0","2020-08-18",""
"2020-057AG","STARLINK-1611","46147","US","95.64","53.00","551","548","LARGE","0","2020-08-18",""
"2020-057AF","STARLINK-1608","46146","US","95.65","53.00","551","549","LARGE","0","2020-08-18",""
"2020-057AE","STARLINK-1607","46145","US","92.15","53.00","382","378","LARGE","0","2020-08-18",""
"2020-057AD","STARLINK-1606","46144","US","92.15","53.00","382","378","LARGE","0","2020-08-18",""
"2020-057AC","STARLINK-1599","46143","US","92.14","53.00","382","377","LARGE","0","2020-08-18",""
"2020-057AB","STARLINK-1597","46142","US","95.65","52.97","551","549","LARGE","0","2020-08-18",""
"2020-057AA","STARLINK-1596","46141","US","92.14","53.00","384","375","LARGE","0","2020-08-18",""
"2020-057Z","STARLINK-1594","46140","US","92.14","53.00","386","374","LARGE","0","2020-08-18",""
"2020-057Y","STARLINK-1592","46139","US","95.65","53.00","551","549","LARGE","0","2020-08-18",""
"2020-057X","STARLINK-1590","46138","US","95.65","53.00","551","548","LARGE","0","2020-08-18",""
"2020-057W","STARLINK-1586","46137","US","92.15","53.00","385","374","LARGE","0","2020-08-18",""
"2020-057V","STARLINK-1643","46136","US","93.27","53.00","435","434","LARGE","0","2020-08-18",""
"2020-057U","STARLINK-1639","46135","US","92.15","53.00","381","379","LARGE","0","2020-08-18",""
"2020-057T","STARLINK-1638","46134","US","92.14","53.00","384","375","LARGE","0","2020-08-18",""
"2020-057S","STARLINK-1637","46133","US","92.14","53.00","385","374","LARGE","0","2020-08-18",""
"2020-057R","STARLINK-1630","46132","US","95.64","53.00","551","549","LARGE","0","2020-08-18",""
"2020-057Q","STARLINK-1625","46131","US","92.14","53.00","381","378","LARGE","0","2020-08-18",""
"2020-057P","STARLINK-1624","46130","US","92.15","53.00","382","378","LARGE","0","2020-08-18",""
"2020-057N","STARLINK-1623","46129","US","92.15","53.00","385","374","LARGE","0","2020-08-18",""
"2020-057M","STARLINK-1622","46128","US","92.14","53.00","382","378","LARGE","0","2020-08-18",""
"2020-057L","STARLINK-1621","46127","US","92.14","53.00","386","374","LARGE","0","2020-08-18",""
"2020-057K","STARLINK-1619","46126","US","95.65","53.00","551","548","LARGE","0","2020-08-18",""
"2020-057J","STARLINK-1618","46125","US","95.64","53.00","551","549","MEDIUM","0","2020-08-18",""
"2020-057H","STARLINK-1614","46124","US","92.14","53.00","385","375","LARGE","0","2020-08-18",""
"2020-057G","STARLINK-1605","46123","US","92.14","53.00","385","374","LARGE","0","2020-08-18",""
"2020-057F","STARLINK-1604","46122","US","92.14","53.00","383","376","LARGE","0","2020-08-18",""
"2020-057E","STARLINK-1602","46121","US","92.14","53.00","381","378","LARGE","0","2020-08-18",""
"2020-057D","STARLINK-1601","46120","US","95.64","53.00","551","549","LARGE","0","2020-08-18",""
"2020-057C","STARLINK-1593","46119","US","95.64","53.00","551","549","LARGE","0","2020-08-18",""
"2020-057B","STARLINK-1588","46118","US","95.64","53.00","551","549","LARGE","0","2020-08-18",""
"2020-057A","STARLINK-1585","46117","US","92.15","53.00","386","374","LARGE","0","2020-08-18",""
"2020-056E","ARIANE 5 R/B","46116","FR","629.61","5.93","35621","290","LARGE","0","2020-08-15",""
"2020-056D","ARIANE 5 DEB (SYLDA)","46115","FR","630.14","6.16","35641","297","","0","2020-08-15",""
"2020-056C","GALAXY 30","46114","US","1436.09","0.02","35792","35781","LARGE","0","2020-08-15",""
"2020-056B","MEV-2","46113","US","928.37","2.75","40544","9748","LARGE","0","2020-08-15",""
"2020-056A","BSAT-4B","46112","JPN","1436.07","0.09","35797","35775","LARGE","0","2020-08-15",""
"2011-037JW","FREGAT DEB","46111","CIS","145.68","51.33","4802","785","SMALL","0","2011-07-18",""
"2011-037JV","FREGAT DEB","46110","CIS","120.95","51.23","2859","588","SMALL","0","2011-07-18",""
"2011-037JU","FREGAT DEB","46109","CIS","122.66","51.57","3019","580","SMALL","0","2011-07-18",""
"2011-037JT","FREGAT DEB","46108","CIS","136.84","51.83","4233","603","SMALL","0","2011-07-18",""
"2011-037JS","FREGAT DEB","46107","CIS","119.66","51.23","2800","531","SMALL","0","2011-07-18",""
"2011-037JR","FREGAT DEB","46106","CIS","122.64","51.08","3078","519","","0","2011-07-18",""
"2011-037JQ","FREGAT DEB","46105","CIS","125.35","51.08","3087","751","SMALL","0","2011-07-18",""
"2011-037JP","FREGAT DEB","46104","CIS","120.88","51.14","2809","632","SMALL","0","2011-07-18",""
"2011-037JN","FREGAT DEB","46103","CIS","158.26","51.36","5981","646","SMALL","0","2011-07-18",""
"2011-037JM","FREGAT DEB","46102","CIS","125.88","51.13","3182","702","SMALL","0","2011-07-18",""
"2011-037JL","FREGAT DEB","46101","CIS","122.16","51.19","2861","694","SMALL","0","2011-07-18",""
"2011-037JK","FREGAT DEB","46100","CIS","122.98","50.98","2426","1201","MEDIUM","0","2011-07-18",""
"2011-037JJ","FREGAT DEB","46099","CIS","128.74","51.39","3295","840","","0","2011-07-18",""
"2011-037JH","FREGAT DEB","46098","CIS","121.04","51.42","2867","588","","0","2011-07-18",""
"2011-037JG","FREGAT DEB","46097","CIS","151.03","51.47","5095","938","SMALL","0","2011-07-18",""
"2011-037JF","FREGAT DEB","46096","CIS","123.20","51.36","2812","835","SMALL","0","2011-07-18",""
"2011-037JE","FREGAT DEB","46095","CIS","148.12","51.21","4413","1378","SMALL","0","2011-07-18",""
"2011-037JD","FREGAT DEB","46094","CIS","159.01","51.12","6113","576","SMALL","0","2011-07-18",""
"2011-037JC","FREGAT DEB","46093","CIS","149.32","50.86","5100","790","MEDIUM","0","2011-07-18",""
"2011-037JB","FREGAT DEB","46092","CIS","115.57","51.23","2531","431","SMALL","0","2011-07-18",""
"2019-095E","BLOCK DM-SL DEB","46091","CIS","1394.55","0.21","35122","34817","MEDIUM","0","2019-12-24",""
"2020-055BR","FALCON 9 DEB","46090","US","92.39","53.01","401","383","MEDIUM","0","2020-08-07",""
"2020-055BQ","GLOBAL-8","46089","US","92.68","53.01","407","404","MEDIUM","0","2020-08-07",""
"2020-055BP","GLOBAL-7","46088","US","92.64","53.01","405","403","MEDIUM","0","2020-08-07",""
"2020-055BN","FALCON 9 DEB","46087","US","92.34","53.01","399","380","MEDIUM","0","2020-08-07",""
"2020-055BM","FALCON 9 DEB","46086","US","92.36","53.01","401","379","MEDIUM","0","2020-08-07",""
"2020-055BL","FALCON 9 DEB","46085","US","92.41","53.01","401","385","MEDIUM","0","2020-08-07",""
"2020-055BK","FALCON 9 DEB","46084","US","92.42","53.02","403","384","MEDIUM","0","2020-08-07",""
"2020-055BJ","STARLINK-1579","46083","US","92.14","53.00","383","376","LARGE","0","2020-08-07",""
"2020-055BH","STARLINK-1578","46082","US","92.15","53.00","383","377","MEDIUM","0","2020-08-07",""
"2020-055BG","STARLINK-1571","46081","US","92.15","53.00","383","376","LARGE","0","2020-08-07",""
"2020-055BF","STARLINK-1568","46080","US","92.15","53.00","383","377","LARGE","0","2020-08-07",""
"2020-055BE","STARLINK-1566","46079","US","92.14","53.00","383","376","LARGE","0","2020-08-07",""
"2020-055BD","STARLINK-1563","46078","US","92.15","53.00","384","376","LARGE","0","2020-08-07",""
"2020-055BC","STARLINK-1559","46077","US","92.14","53.00","383","376","LARGE","0","2020-08-07",""
"2020-055BB","STARLINK-1552","46076","US","92.14","53.00","383","376","LARGE","0","2020-08-07",""
"2020-055BA","STARLINK-1551","46075","US","92.15","53.00","383","377","LARGE","0","2020-08-07",""
"2020-055AZ","STARLINK-1549","46074","US","92.15","53.00","383","376","LARGE","0","2020-08-07",""
"2020-055AY","STARLINK-1542","46073","US","92.15","53.00","383","377","LARGE","0","2020-08-07",""
"2020-055AX","STARLINK-1539","46072","US","92.14","53.00","384","376","LARGE","0","2020-08-07",""
"2020-055AW","STARLINK-1538","46071","US","92.15","53.00","383","377","LARGE","0","2020-08-07",""
"2020-055AV","STARLINK-1536","46070","US","92.15","53.00","383","376","LARGE","0","2020-08-07",""
"2020-055AU","STARLINK-1533","46069","US","92.15","53.00","383","377","LARGE","0","2020-08-07",""
"2020-055AT","STARLINK-1532","46068","US","92.14","53.00","384","376","LARGE","0","2020-08-07",""
"2020-055AS","STARLINK-1529","46067","US","92.14","53.00","383","377","LARGE","0","2020-08-07",""
"2020-055AR","STARLINK-1525","46066","US","92.14","53.00","383","376","LARGE","0","2020-08-07",""
"2020-055AQ","STARLINK-1515","46065","US","92.15","53.00","383","376","LARGE","0","2020-08-07",""
"2020-055AP","STARLINK-1583","46064","US","95.65","53.00","550","549","LARGE","0","2020-08-07",""
"2020-055AN","STARLINK-1577","46063","US","95.64","53.00","551","549","LARGE","0","2020-08-07",""
"2020-055AM","STARLINK-1574","46062","US","95.65","53.00","551","549","LARGE","0","2020-08-07",""
"2020-055AL","STARLINK-1573","46061","US","95.64","53.00","550","549","LARGE","0","2020-08-07",""
